Source,Date,Researcher,Species,Breeding,Block,Latitude,Longitude
AKN,5/3/2021,"Wiskes, Kris",DEJU,AE,'12-3,38.094179,-122.605019
AKN,5/3/2021,"Wiskes, Kris",ALHU,NB,'12-3,38.094179,-122.605019
AKN,5/3/2021,"Wiskes, Kris",HOFI,NB,'12-3,38.094179,-122.605019
AKN,5/3/2021,"Wiskes, Kris",LEGO,NB,'12-3,38.094179,-122.605019
AKN,5/3/2021,"Wiskes, Kris",CBCH,NB,'12-3,38.094179,-122.605019
AKN,5/3/2021,"Wiskes, Kris",BUSH,NE,'12-3,38.094179,-122.605019
AKN,5/4/2021,"Hatch, Daphne",BGGN,NB,'11-11,38.144567,-122.593902
AKN,5/4/2021,"Humple, Diana",AMRO,NB,'10-10,37.91533,-122.72516
AKN,5/4/2021,"Merritt, Alex",NOFL,AE,'14-15,37.848558,-122.543017
AKN,5/4/2021,"Sexton, David",TRES,AE,'12-20,38.0468,-122.5074
AKN,5/4/2021,"Sexton, David",CLSW,AE,'12-20,38.0505,-122.5103
AKN,5/4/2021,"Sexton, David",WEBL,AE,'12-20,38.0499,-122.511
AKN,5/4/2021,"Sexton, David",EUST,NY,'12-20,38.057,-122.5185
AKN,5/5/2021,"Colasanti, Peter",TRES,AE,'5-11,38.108652,-122.844927
AKN,5/5/2021,"Hug, Lisa",WEBL,AE,'1-8,38.308008,-122.939153
AKN,5/5/2021,"Hug, Lisa",RTHA,AE,'1-8,38.302567,-122.954903
AKN,5/5/2021,"Hug, Lisa",AMGO,NB,'1-19,38.309208,-122.936245
AKN,5/5/2021,"Hug, Lisa",CLSW,NB,'1-8,38.309564,-122.938659
AKN,5/5/2021,"Hug, Lisa",CLSW,NB,'1-8,38.308543,-122.940952
AKN,5/5/2021,"Hug, Lisa",EUST,NY,'1-8,38.301858,-122.950438
AKN,5/5/2021,"Humple, Diana",NUWO,AE,'10-8,37.92083,-122.69038
AKN,5/5/2021,"Humple, Diana",CASJ,NB,'10-10,37.91087,-122.69594
AKN,5/6/2021,"Garcia, Juan",CBCH,AE,'6-19,38.04877009,-122.80308
AKN,5/7/2021,"Sabbag, Dede",WEBL,AE,'5-17,38.2084,-122.7942
AKN,5/7/2021,"Hatch, Daphne",OATI,NB,'11-11,38.1308265,-122.5950056
AKN,5/7/2021,"Merritt, Alex",HOFI,NB,'14-15,37.842457,-122.531687
AKN,5/7/2021,"Michl, Lisa",COYE,NB,'12-15,38.095142,-122.54997
AKN,5/7/2021,"Sabbag, Dede",HOSP,AE,'5-17,38.2083,-122.7932
AKN,5/7/2021,"Sabbag, Dede",CLSW,AE,'5-17,38.208,-122.7934
AKN,5/7/2021,"Sabbag, Dede",EUST,AE,'5-17,38.208,-122.7934
AKN,5/7/2021,"Sabbag, Dede",BUOR,NB,'5-17,38.2078,-122.7933
AKN,5/7/2021,"Sabbag, Dede",BRBL,NB,'5-17,38.2078,-122.7933
AKN,5/7/2021,"Sabbag, Dede",BARS,NB,'5-17,38.208,-122.7934
AKN,5/7/2021,"Silverstein, Sylvie",DCCO,AE,'13-24,37.887,-122.5148
AKN,5/7/2021,"Silverstein, Sylvie",GREG,AE,'13-24,37.887,-122.5148
AKN,5/7/2021,"Silverstein, Sylvie",GBHE,NY,'13-24,37.887,-122.5148
AKN,5/7/2021,"Silverstein, Sylvie",GREG,NY,'13-24,37.887,-122.5148
AKN,5/8/2021,"Corneliussen, Lucas",BNST,AE,'12-18,38.0831939,-122.5026065
AKN,5/8/2021,"Cochrane, Connor",ACWO,NY,'13-4,37.972612,-122.57411
AKN,5/8/2021,"Corneliussen, Lucas",ANHU,AE,'12-16,38.0854483,-122.5030226
AKN,5/8/2021,"Corneliussen, Lucas",BARS,AE,'12-16,38.0835488,-122.5058014
AKN,5/8/2021,"Corneliussen, Lucas",COYE,NB,'12-16,38.0928222,-122.4900622
AKN,5/8/2021,"Corneliussen, Lucas",RWBL,NY,'12-16,38.084175,-122.5017107
AKN,5/9/2021,"Corneliussen, Lucas",PBGR,AE,'12-16,38.0964901,-122.5317511
AKN,5/9/2021,"Corneliussen, Lucas",RTHA,AE,'12-16,38.0938871,-122.5287651
AKN,5/9/2021,"Corneliussen, Lucas",WEBL,AE,'12-16,38.1032837,-122.5292164
AKN,5/9/2021,"Corneliussen, Lucas",TRES,AE,'12-16,38.1016184,-122.5305089
AKN,5/9/2021,"Corneliussen, Lucas",BRBL,NB,'12-16,38.0967149,-122.5308485
AKN,5/9/2021,"Corneliussen, Lucas",RWBL,NE,'12-16,38.0974038,-122.5298148
AKN,5/9/2021,"Corneliussen, Lucas",BARS,NY,'12-16,38.0995296,-122.5272681
AKN,5/9/2021,"Corneliussen, Lucas",CLSW,NY,'12-16,38.0999059,-122.5277931
AKN,5/9/2021,"Dettling, Mark",WREN,NB,'10-7,37.9312,-122.72471
AKN,5/9/2021,"Dettling, Mark",DEJU,NB,'10-5,37.94037,-122.73235
AKN,5/9/2021,"Dettling, Mark",HAWO,NY,'10-5,37.94701,-122.73431
AKN,5/9/2021,"Sexton, David",PBGR,AE,'12-18,38.0735,-122.5257
AKN,5/9/2021,"Sexton, David",HOOR,NB,'12-18,38.0801,-122.5272
AKN,5/9/2021,"Sexton, David",KILL,NU,'12-18,38.0713,-122.5223
AKN,5/9/2021,"Wiskes, Kris",VGSW,AE,'12-3,38.094606,-122.605296
AKN,5/10/2021,"Battagin, Bob",CLSW,AE,'9-5,38.0833044,-122.7296626
AKN,5/10/2021,"Colasanti, Peter",EUST,NB,'5-11,38.108652,-122.844927
AKN,5/10/2021,"Colasanti, Peter",EUST,NB,'6-2,38.105218,-122.840183
AKN,5/10/2021,"Lumpkin, David",GREG,NE,'2-17,38.189347,-122.913611
AKN,5/10/2021,"Lumpkin, David",GBHE,NY,'2-17,38.189347,-122.913611
AKN,5/11/2021,"Grover, Whitney",HOSP,NB,'17-1,37.8663121,-122.4968227
AKN,5/11/2021,"Grover, Whitney",CASJ,NB,'17-1,37.8595855,-122.4985301
AKN,5/11/2021,"Grover, Whitney",AMCR,NB,'17-1,37.8624055,-122.4987575
AKN,5/11/2021,"Grover, Whitney",BEWR,NY,'17-1,37.8667954,-122.4975502
AKN,5/11/2021,"Grover, Whitney",HOSP,NY,'17-1,37.8687688,-122.49792
AKN,5/11/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.1102,-122.5363
AKN,5/11/2021,"Humple, Diana",EUST,NY,'10-10,37.90409,-122.70059
AKN,5/11/2021,"Michl, Lisa",COYE,NB,'12-15,38.0873235,-122.5339042
AKN,5/11/2021,"Sexton, David",VGSW,AE,'12-18,38.0667,-122.5267
AKN,5/11/2021,"Sexton, David",VGSW,NB,'12-18,38.067,-122.5248
AKN,5/12/2021,"Colasanti, Peter",BUSH,NB,'5-11,38.108652,-122.844927
AKN,5/12/2021,"Garcia, Juan",CBCH,AE,'6-7,38.0613,-122.85445
AKN,5/12/2021,"Humple, Diana",CLSW,NB,'10-10,37.91301,-122.72766
AKN,5/12/2021,"Sexton, David",BARS,AE,'13-3,37.9666,-122.6129
AKN,5/12/2021,"Sexton, David",RTHA,AE,'13-3,37.9698,-122.6198
AKN,5/12/2021,"Sexton, David",TRES,NB,'13-3,37.9692,-122.6105
AKN,5/12/2021,"Sexton, David",TRES,NB,'13-3,37.9672,-122.611
AKN,5/12/2021,"Sexton, David",WEBL,NB,'13-3,37.9708,-122.612
AKN,5/12/2021,"Sexton, David",WEBL,NB,'13-3,37.9711,-122.6143
AKN,5/12/2021,"Sexton, David",TRES,NB,'13-3,37.9651,-122.6143
AKN,5/12/2021,"Sexton, David",TRES,NB,'13-3,37.9682,-122.6171
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.9674,-122.6115
AKN,5/12/2021,"Sexton, David",TRES,NE,'13-3,37.9642,-122.6129
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.9646,-122.6132
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.9659,-122.6135
AKN,5/12/2021,"Sexton, David",VGSW,NE,'13-3,37.9647,-122.6135
AKN,5/12/2021,"Sexton, David",TRES,NE,'13-3,37.9646,-122.6146
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.9693,-122.6154
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.9709,-122.6165
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.969,-122.6176
AKN,5/12/2021,"Sexton, David",WEBL,NE,'13-3,37.9698,-122.6198
AKN,5/12/2021,"Sexton, David",VGSW,NE,'13-3,37.9711,-122.6216
AKN,5/12/2021,"Sexton, David",BLPH,NY,'13-3,37.9651,-122.6126
AKN,5/12/2021,"Sexton, David",WEBL,NY,'13-3,37.9685,-122.6132
AKN,5/12/2021,"Sexton, David",WEBL,NY,'13-3,37.9674,-122.6133
AKN,5/12/2021,"Sexton, David",WEBL,NY,'13-3,37.9714,-122.6151
AKN,5/12/2021,"Sexton, David",WEBL,NY,'13-3,37.9719,-122.6187
AKN,5/12/2021,"Sexton, David",WEBL,NY,'13-3,37.9703,-122.6195
AKN,5/12/2021,"Sexton, David",WEBL,NY,'13-3,37.9707,-122.6217
AKN,5/13/2021,"Battagin, Bob",CLSW,AE,'9-3,38.083773,-122.730002
AKN,5/13/2021,"Scalf, Russell",MODO,NE,'16-1,37.98873889,-122.4616194
AKN,5/14/2021,"Corneliussen, Lucas",ABOW,NY,'12-16,38.083247,-122.525538
AKN,5/14/2021,"Corneliussen, Lucas",HOFI,AE,'12-16,38.0883971,-122.5186001
AKN,5/14/2021,"Corneliussen, Lucas",EUCD,NB,'12-16,38.0845387,-122.5127791
AKN,5/14/2021,"Corneliussen, Lucas",MODO,NB,'12-16,38.0857207,-122.5258623
AKN,5/14/2021,"Sabbag, Dede",AMKE,AE,'5-15,38.2084,-122.7888
AKN,5/14/2021,"Sexton, David",BARS,AE,'12-20,38.06,-122.4968
AKN,5/14/2021,"Silverstein, Sylvie",ROPI,AE,'13-24,37.8806,-122.5161
AKN,5/14/2021,"Silverstein, Sylvie",BNST,AE,'13-24,37.8886,-122.5297
AKN,5/14/2021,"Silverstein, Sylvie",BNST,NE,'13-24,37.8886,-122.5297
AKN,5/15/2021,"Corneliussen, Lucas",CLSW,NY,'12-16,38.086857,-122.5043456
AKN,5/15/2021,"Corneliussen, Lucas",BARS,NY,'12-16,38.0899283,-122.5062607
AKN,5/15/2021,"Corneliussen, Lucas",BLPH,NY,'12-16,38.0981853,-122.5087404
AKN,5/15/2021,"Corneliussen, Lucas",RWBL,NY,'12-16,38.0999072,-122.508848
AKN,5/15/2021,"Schulist, Mark",CLSW,AE,'12-21,38.0296506,-122.5481601
AKN,5/15/2021,"Schulist, Mark",HOFI,AE,'12-21,38.0302963,-122.5482084
AKN,5/15/2021,"Schulist, Mark",HOFI,NB,'12-21,38.0296506,-122.5481601
AKN,5/15/2021,"Silverstein, Sylvie",CORA,AE,'13-24,37.88932,-122.5228
AKN,5/15/2021,"Silverstein, Sylvie",LEGO,NB,'13-24,37.8941,-122.5187
AKN,5/15/2021,"Silverstein, Sylvie",RSHA,NY,'13-24,37.8937,-122.5224
AKN,5/16/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.1243,-122.5569
AKN,5/16/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.124,-122.5574
AKN,5/16/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.1238,-122.558
AKN,5/16/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.1235,-122.5586
AKN,5/16/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.1231,-122.559
AKN,5/16/2021,"Hug, Lisa",CLSW,AE,'1-19,38.306172,-122.921906
AKN,5/16/2021,"Hug, Lisa",AMRO,NB,'1-19,38.308114,-122.920736
AKN,5/16/2021,"Hug, Lisa",AMGO,NB,'1-19,38.306893,-122.921226
AKN,5/16/2021,"Hug, Lisa",EUST,NY,'1-19,38.316527,-122.91962
AKN,5/16/2021,"Hug, Lisa",BLPH,NY,'1-19,38.30659,-122.920396
AKN,5/16/2021,"Humple, Diana",CORA,AE,'10-10,37.89946,-122.70649
AKN,5/16/2021,"Humple, Diana",HAWO,NY,'10-10,37.89946,-122.70649
AKN,5/17/2021,"Humple, Diana",EUST,NB,'10-8,37.93205,-122.70074
AKN,5/18/2021,"Brown, Ronald",EUST,AE,'13-24,37.8872,-122.5145
AKN,5/18/2021,"Browne, Brian",HOFI,NU,'13-17,37.9447163,-122.5376945
AKN,5/18/2021,"Garcia, Juan",PYNU,NB,'13-7,37.92534,-122.62469
AKN,5/18/2021,"Hatch, Daphne",BUOR,AE,'11-11,38.137642,-122.603047
AKN,5/18/2021,"Hatch, Daphne",WEKI,AE,'11-11,38.138023,-122.606931
AKN,5/18/2021,"Silverstein, Sylvie",CALT,NB,'13-24,37.8776,-122.5212
AKN,5/19/2021,"Sexton, David",BARS,AE,'12-18,38.0835,-122.5058
AKN,5/19/2021,"Garcia, Juan",BAEA,NB,'6-7,38.04613,-122.86623
AKN,5/19/2021,"Garcia, Juan",WEBL,NB,'6-7,38.04431,-122.8744
AKN,5/19/2021,"MACKENZIE, DAVID",BLPH,AE,'13-23,37.881599,-122.542208
AKN,5/19/2021,"Sexton, David",BNST,AE,'12-18,38.0808,-122.5023
AKN,5/19/2021,"Sexton, David",BNST,AE,'12-18,38.0805,-122.5023
AKN,5/19/2021,"Sexton, David",BNST,AE,'12-18,38.0649,-122.5193
AKN,5/19/2021,"Sexton, David",BNST,AE,'12-18,38.066,-122.521
AKN,5/19/2021,"Sexton, David",HOFI,AE,'12-18,38.0642,-122.5213
AKN,5/19/2021,"Sexton, David",CLSW,AE,'12-18,38.0642,-122.5213
AKN,5/20/2021,"Sexton, David",ACWO,AE,'12-20,38.0515,-122.5223
AKN,5/20/2021,"Silverstein, Sylvie",BUOR,NY,'9-14,38.1173,-122.6477
AKN,5/21/2021,"Grover, Whitney",WEGU,NB,'17-1,37.8639635,-122.4932919
AKN,5/21/2021,"Grover, Whitney",WEGU,NE,'17-1,37.8607302,-122.4834542
AKN,5/21/2021,"Grover, Whitney",ROPI,NY,'17-1,37.8597977,-122.4854887
AKN,5/21/2021,"Sabbag, Dede",ABOW,AE,'5-15,38.2085,-122.7929
AKN,5/21/2021,"Sabbag, Dede",HOSP,AE,'5-15,38.2085,-122.7929
AKN,5/21/2021,"Sabbag, Dede",CLSW,AE,'5-15,38.2087,-122.7935
AKN,5/21/2021,"Sabbag, Dede",EUST,AE,'5-15,38.2092,-122.7938
AKN,5/22/2021,"Lamphier, Joan",STJA,AE,'10-21,37.9094,-122.6491
AKN,5/22/2021,"Lamphier, Joan",DOWO,AE,'10-21,37.9093,-122.6511
AKN,5/22/2021,"MACKENZIE, DAVID",PIGU,AE,'13-11,37.87536,-122.604005
AKN,5/22/2021,"Schulist, Mark",VGSW,AE,'12-21,38.030223,-122.547512
AKN,5/22/2021,"Schulist, Mark",CLSW,AE,'12-21,38.029843,-122.548149
AKN,5/22/2021,"Schulist, Mark",HOFI,NB,'12-21,38.029888,-122.547968
AKN,5/23/2021,"Colasanti, Peter",SPTO,NB,'5-11,38.108652,-122.844927
AKN,5/23/2021,"Hatch, Daphne",BUOR,AE,'11-11,38.137642,-122.603047
AKN,5/23/2021,"Hatch, Daphne",WEKI,AE,'11-11,38.1374848,-122.6031002
AKN,5/23/2021,"Hatch, Daphne",HAWO,AE,'11-11,38.132711,-122.607162
AKN,5/24/2021,"Garcia, Juan",PYNU,AE,'6-7,38.05285,-122.86769
AKN,5/24/2021,"Garcia, Juan",SOSP,NB,'6-7,38.05454,-122.86675
AKN,5/24/2021,"Garcia, Juan",TRES,NB,'6-7,38.04953,-122.86975
AKN,5/24/2021,"Garcia, Juan",VGSW,NB,'6-7,38.04953,-122.86975
AKN,5/24/2021,"Lumpkin, David",GREG,NY,'6-6,38.07974,-122.814008
AKN,5/24/2021,"Lumpkin, David",GBHE,NY,'6-6,38.079728,-122.814335
AKN,5/24/2021,"Lumpkin, David",GBHE,NY,'2-17,38.189351,-122.913619
AKN,5/24/2021,"Lumpkin, David",GREG,NY,'2-17,38.189351,-122.913619
AKN,5/24/2021,"Lumpkin, David",GBHE,NY,'2-2,38.22882977,-122.9495884
AKN,5/25/2021,"Battagin, Bob",TRES,AE,'6-16,38.0994106,-122.7508527
AKN,5/25/2021,"Battagin, Bob",WTKI,AE,'9-3,38.0928684,-122.7350115
AKN,5/25/2021,"Battagin, Bob",RWBL,NB,'9-3,38.098588,-122.748921
AKN,5/25/2021,"Battagin, Bob",RTHA,NY,'9-3,38.095981,-122.734404
AKN,5/25/2021,"Hedgpeth, Joel",TRES,AE,'12-13,38.1197,-122.5559
AKN,5/25/2021,"helfman, luanna",HOFI,AE,'9-24,38.01771,-122.63269
AKN,5/25/2021,"helfman, luanna",WEBL,AE,'9-24,38.01771,-122.63269
AKN,5/25/2021,"helfman, luanna",BRBL,NB,'9-24,38.01771,-122.63269
AKN,5/26/2021,"Sabbag, Dede",SWTH,AE,'5-17,38.2073,-122.793
AKN,5/26/2021,"Sabbag, Dede",CLSW,AE,'5-15,38.2085,-122.7932
AKN,5/26/2021,"Sabbag, Dede",BARS,AE,'5-15,38.2086,-122.7936
AKN,5/26/2021,"Ford, Brandy",SPOW,NY,'13-19,37.92918,-122.538817
AKN,5/26/2021,"Garcia, Juan",CLSW,AE,'6-7,38.04467,-122.85609
AKN,5/26/2021,"Garcia, Juan",BARS,AE,'6-7,38.04451,-122.85621
AKN,5/26/2021,"Garcia, Juan",VGSW,NB,'6-7,38.04492,-122.85625
AKN,5/26/2021,"Garcia, Juan",BARS,NB,'6-7,38.04469,-122.85642
AKN,5/26/2021,"Kelly, Susan",CLSW,AE,'12-22,38.02554,-122.5174
AKN,5/26/2021,"Kelly, Susan",CLSW,AE,'12-22,38.02816,-122.51766
AKN,5/26/2021,"Sabbag, Dede",SWTH,AE,'5-17,38.2063,-122.7908
AKN,5/27/2021,"cimino, richard",GREG,AE,'12-18,38.0806,-122.5266
AKN,5/27/2021,"Lumpkin, David",EUST,NY,'2-2,38.2276145,-122.947187
AKN,5/27/2021,"Lumpkin, David",GBHE,NY,'2-2,38.22882977,-122.9495884
AKN,5/28/2021,"Colasanti, Peter",BLPH,AE,'6-2,38.105218,-122.840183
AKN,5/28/2021,"Garcia, Juan",AMRO,NB,'6-7,38.05882,-122.84534
AKN,5/28/2021,"Garcia, Juan",HUVI,NB,'6-7,38.05882,-122.84534
AKN,5/28/2021,"Hug, Lisa",HOSP,AE,'1-20,38.308285,-122.897839
AKN,5/28/2021,"Hug, Lisa",RTHA,NY,'1-20,38.309617,-122.898423
AKN,5/28/2021,"Hunn, Eugene",TRES,AE,'8-8,38.190423,-122.703332
AKN,5/28/2021,"Hunn, Eugene",TRES,AE,'8-8,38.191106,-122.703712
AKN,5/28/2021,"Hunn, Eugene",EUST,AE,'8-8,38.189578,-122.703824
AKN,5/28/2021,"Hunn, Eugene",ACWO,AE,'8-8,38.190239,-122.703986
AKN,5/28/2021,"Sexton, David",WEBL,AE,'12-20,38.0469,-122.5071
AKN,5/28/2021,"Sexton, David",TRES,AE,'12-20,38.0469,-122.5071
AKN,5/28/2021,"Sexton, David",TRES,AE,'12-20,38.0469,-122.5071
AKN,5/28/2021,"Sexton, David",WEBL,AE,'12-20,38.0507,-122.5092
AKN,5/28/2021,"Sexton, David",TRES,AE,'12-20,38.0507,-122.5092
AKN,5/28/2021,"Sexton, David",CLSW,AE,'12-20,38.0506,-122.5102
AKN,5/29/2021,"Atwood, Robert",HOOR,AE,'9-14,38.1099,-122.6403
AKN,5/29/2021,"Atwood, Robert",TRES,AE,'9-14,38.1082,-122.6421
AKN,5/29/2021,"Atwood, Robert",BLPH,AE,'9-14,38.1165,-122.6478
AKN,5/29/2021,"Sexton, David",PISI,NB,'13-3,37.9633,-122.6248
AKN,5/29/2021,"Silverstein, Sylvie",RSHA,NY,'13-24,37.891,-122.5223
AKN,5/29/2021,"Silverstein, Sylvie",CORA,NY,'13-24,37.8933,-122.5225
AKN,5/30/2021,"Cameron, Heather",VGSW,NY,'12-14,38.118056,-122.528056
AKN,5/30/2021,"Garcia, Juan",ACWO,AE,'6-24,38.00351,-122.76874
AKN,5/30/2021,"Garcia, Juan",WIWA,NB,'6-24,38.00291,-122.7681
AKN,5/30/2021,"Garcia, Juan",PISI,NB,'6-24,38.0024919,-122.7701756
AKN,5/30/2021,"Lecy, Derek",ATFL,AE,'13-13,37.9889469,-122.5563184
AKN,5/30/2021,"Lecy, Derek",ACWO,AE,'13-13,37.9897462,-122.5564861
AKN,5/30/2021,"Lecy, Derek",VGSW,NB,'13-13,37.9866711,-122.5552087
AKN,5/30/2021,"White, Jim",NOFL,AE,'14-2,37.864,-122.5745
AKN,5/30/2021,"White, Jim",WAVI,NB,'14-2,37.864,-122.5745
AKN,5/30/2021,"White, Jim",BUSH,NB,'14-2,37.8632,-122.5822
AKN,5/30/2021,"White, Jim",RTHA,NB,'14-2,37.8628,-122.5822
AKN,5/30/2021,"White, Jim",WEFL,NY,'14-2,37.8624,-122.5755
AKN,5/31/2021,"Colasanti, Peter",TRES,AE,'6-2,38.105218,-122.840183
AKN,5/31/2021,"Colasanti, Peter",BARS,AE,'5-11,38.140935,-122.873998
AKN,5/31/2021,"Hunn, Eugene",VGSW,AE,'8-20,38.181946,-122.62566
AKN,5/31/2021,"MACKENZIE, DAVID",RCSP,NB,'13-11,37.878436,-122.608639
AKN,5/31/2021,"Sexton, David",HOOR,AE,'12-18,38.0812,-122.5043
AKN,5/31/2021,"Sexton, David",CLSW,AE,'12-18,38.0812,-122.5043
AKN,5/31/2021,"Sexton, David",BARS,AE,'12-18,38.0796,-122.5084
AKN,5/31/2021,"Sexton, David",CLSW,AE,'12-18,38.0804,-122.5113
AKN,5/31/2021,"Sexton, David",CLSW,AE,'12-18,38.0811,-122.512
AKN,5/31/2021,"Sexton, David",ABOW,NY,'12-18,38.0773,-122.5163
AKN,5/31/2021,"Silverstein, Sylvie",HOFI,NB,'13-24,37.8837,-122.509
AKN,6/2/2021,"Wimpfheimer, David",CLSW,AE,'5-4,38.21297,-122.81849
AKN,6/2/2021,"Wimpfheimer, David",WEBL,AE,'5-4,38.21175,-122.8399
AKN,6/2/2021,"Wimpfheimer, David",WEFL,NB,'5-4,38.21175,-122.8399
AKN,6/2/2021,"Wimpfheimer, David",WEBL,NB,'5-4,38.20994,-122.8399
AKN,6/3/2021,"Humple, Diana",BEKI,AE,'10-8,37.92043,-122.69048
AKN,6/3/2021,"Sexton, David",ACWO,AE,'13-3,37.9649,-122.6126
AKN,6/4/2021,"Brown, Ronald",DCCO,AE,'13-24,37.8869,-122.5146
AKN,6/4/2021,"Brown, Ronald",GREG,AE,'13-24,37.8869,-122.5146
AKN,6/4/2021,"Brown, Ronald",GBHE,AE,'13-24,37.8869,-122.5146
AKN,6/4/2021,"Brown, Ronald",DCCO,NY,'13-24,37.8869,-122.5146
AKN,6/4/2021,"Hug, Lisa",EUST,AE,'1-8,38.303296,-122.954061
AKN,6/4/2021,"Hug, Lisa",TRES,AE,'1-8,38.303296,-122.954061
AKN,6/4/2021,"Longstreth, Carolyn",SNPL,NE,'3-22,38.027,-122.897
AKN,6/5/2021,"Grover, Whitney",ANHU,NE,'17-1,37.8595126,-122.4942055
AKN,6/5/2021,"Sexton, David",BNST,AE,'12-18,38.0649,-122.5193
AKN,6/6/2021,"Browne, Brian",BARS,NY,'13-18,37.9404098,-122.5187702
AKN,6/7/2021,"Silverstein, Sylvie",PYNU,AE,'13-24,37.8835,-122.5059
AKN,6/7/2021,"Silverstein, Sylvie",AMRO,AE,'13-24,37.8867,-122.5085
AKN,6/8/2021,"Browne, Brian",ROPI,AE,'13-18,37.9437147,-122.5149899
AKN,6/8/2021,"Browne, Brian",AMCR,NU,'13-18,37.9435529,-122.5135482
AKN,6/8/2021,"Browne, Brian",CLSW,NY,'13-18,37.9437147,-122.5149899
AKN,6/8/2021,"Browne, Brian",CLSW,NY,'13-18,37.943532,-122.515199
AKN,6/8/2021,"Browne, Brian",WTSW,NY,'13-18,37.9435447,-122.516327
AKN,6/8/2021,"Gedney, Jack",HOOR,AE,'12-4,38.099606,-122.564851
AKN,6/8/2021,"Gedney, Jack",HOOR,AE,'12-4,38.099925,-122.565365
AKN,6/8/2021,"Lumpkin, David",BUSH,NB,'2-2,38.220078,-122.951822
AKN,6/9/2021,"Hunn, Eugene",BARS,AE,'11-7,38.178157,-122.602632
AKN,6/9/2021,"Hunn, Eugene",HOFI,NB,'11-7,38.175115,-122.605707
AKN,6/9/2021,"Michl, Lisa",SOSP,AE,'12-15,38.0885,-122.5623
AKN,6/9/2021,"Sexton, David",MUSW,NY,'12-18,38.0737,-122.5258
AKN,6/9/2021,"Sexton, David",MUSW,NY,'12-18,38.0737,-122.5258
AKN,6/9/2021,"Sexton, David",MUSW,NY,'12-18,38.0737,-122.5258
AKN,6/11/2021,"Hunn, Eugene",CLSW,AE,'8-8,38.196492,-122.710533
AKN,6/11/2021,"Hunn, Eugene",CLSW,AE,'8-8,38.1971,-122.711158
AKN,6/11/2021,"Hunn, Eugene",HOSP,AE,'8-8,38.199631,-122.715959
AKN,6/12/2021,"Hunn, Eugene",TRES,AE,'9-8,38.05114,-122.69079
AKN,6/12/2021,"Silverstein, Sylvie",SOSP,AE,'13-24,37.8911,-122.5213
AKN,6/13/2021,"Elrod, Megan",HUVI,NE,'10-16,37.9650472,-122.6291972
AKN,6/13/2021,"Elrod, Megan",RBNU,NY,'10-16,37.96668,-122.63336
AKN,6/14/2021,"Hug, Lisa",EUST,NY,'1-22,38.290764,-122.883092
AKN,6/14/2021,"Hug, Lisa",WEKI,NY,'1-22,38.290867,-122.883575
AKN,6/14/2021,"Hug, Lisa",CLSW,AE,'1-20,38.296294,-122.879828
AKN,6/14/2021,"Hug, Lisa",BARS,AE,'1-20,38.296294,-122.879828
AKN,6/14/2021,"Merritt, Alex",EUST,AE,'14-15,37.851323,-122.537841
AKN,6/15/2021,"Sabbag, Dede",HOSP,AE,'5-15,38.2084,-122.7928
AKN,6/15/2021,"Sabbag, Dede",BARS,AE,'5-15,38.2086,-122.7937
AKN,6/15/2021,"Sabbag, Dede",CLSW,AE,'5-15,38.2086,-122.7937
AKN,6/15/2021,"Sabbag, Dede",EUST,AE,'5-15,38.2087,-122.7938
AKN,6/15/2021,"Browne, Brian",VGSW,AE,'13-18,37.9536128,-122.5168182
AKN,6/15/2021,"Humple, Diana",AMGO,NB,'10-10,37.90735,-122.70359
AKN,6/15/2021,"MACKENZIE, DAVID",BLOY,AE,'13-11,37.875003,-122.60252
AKN,6/15/2021,"Sabbag, Dede",WAVI,AE,'5-17,38.2069,-122.7923
AKN,6/16/2021,"Brown, Ronald",EUST,AE,'10-1,37.9792,-122.7353
AKN,6/16/2021,"Brown, Ronald",EUST,NY,'10-1,37.9792,-122.7353
AKN,6/16/2021,"Michl, Lisa",CLSW,NU,'12-15,38.0957236,-122.5560364
AKN,6/16/2021,"Michl, Lisa",CLSW,NY,'12-15,38.0964252,-122.5588521
AKN,6/16/2021,"Michl, Lisa",CLSW,NY,'12-15,38.0968453,-122.5616433
AKN,6/16/2021,"Nigro, Larry",HOFI,AE,'12-11,38.010369,-122.602964
AKN,6/16/2021,"Scalf, Russell",OSPR,NY,'13-16,37.97010833,-122.4960028
AKN,6/16/2021,"Sexton, David",HOLA,NB,'12-18,38.0822,-122.4998
AKN,6/17/2021,"Wiskes, Kris",WESO,NY,'12-3,38.092895,-122.606925
AKN,6/17/2021,"Wiskes, Kris",RSHA,NY,'12-3,38.092895,-122.606925
AKN,6/17/2021,"Wiskes, Kris",ACWO,NY,'12-3,38.092895,-122.606925
