Source,Date,Researcher,Species,Breeding,Block,Latitude,Longitude
AKN,5/9/2022,"Silverstein, Sylvie",HOFI,NB,'17-1,37.8581,-122.4836
AKN,5/9/2022,"Silverstein, Sylvie",HOSP,NB,'17-1,37.8591,-122.4846
AKN,5/10/2022,"Gedney, Jack",HOFI,AE,'12-6,38.076188,-122.575663
AKN,5/10/2022,"Starritt, Jeanine",CLSW,AE,'11-10,38.1525,-122.5713
AKN,5/10/2022,"Waterman, Joyce",ACWO,AE,'12-19,38.04631,-122.54261
AKN,5/10/2022,"Waterman, Joyce",CALT,NB,'12-19,38.04618,-122.54301
AKN,5/11/2022,"DiLuzio, Patricia",AMCR,NB,'13-15,37.9752473,-122.5329725
AKN,5/11/2022,"Sexton, David",HOFI,AE,'12-18,38.0747,-122.4935
AKN,5/11/2022,"Sexton, David",RTHA,AE,'12-18,38.0747,-122.4935
AKN,5/11/2022,"Sexton, David",AMAV,AE,'12-18,38.0806,-122.5026
AKN,5/11/2022,"Sexton, David",BNST,AE,'12-18,38.083,-122.5036
AKN,5/11/2022,"Sexton, David",EUST,NB,'12-18,38.0806,-122.5026
AKN,5/11/2022,"Sexton, David",HOFI,NB,'12-18,38.083,-122.5036
AKN,5/11/2022,"Silverstein, Sylvie",BARS,NB,'17-1,37.8607,-122.4875
AKN,5/12/2022,"Humple, Diana",HAWO,NY,'6-7,38.045005,-122.873803
AKN,5/12/2022,"Medley, Jane",BLPH,NU,'12-24,38.0014,-122.501
AKN,5/12/2022,"Scalf, Russell",PYNU,AE,'6-5,38.077841,-122.852869
AKN,5/12/2022,"Scalf, Russell",PYNU,AE,'6-9,38.01777806,-122.8557972
AKN,5/12/2022,"Scalf, Russell",TRES,AE,'6-9,38.01780444,-122.8558111
AKN,5/12/2022,"Scalf, Russell",VGSW,AE,'6-9,38.01778056,-122.8558889
AKN,5/12/2022,"Scalf, Russell",CORA,NY,'6-9,38.01693167,-122.8549833
AKN,5/12/2022,"Schriock, Beth",HOOR,AE,'12-17,38.07227,-122.55479
AKN,5/12/2022,"Scalf, Russell",NRWS,AE,'6-9,38.013104,-122.84987
AKN,5/13/2022,"DiLuzio, Patricia",CLSW,AE,'6-20,38.0498812,-122.7599269
AKN,5/13/2022,"DiLuzio, Patricia",CORA,NB,'6-20,38.0502853,-122.7592148
AKN,5/13/2022,"Hatch, Daphne",RTHA,NY,'9-14,38.11265,-122.635309
AKN,5/13/2022,"Hatch, Daphne",BAEA,NY,'9-16,38.101522,-122.65232
AKN,5/13/2022,"Kelly, Susan",CLSW,AE,'12-22,38.02382,-122.52011
AKN,5/13/2022,"Kelly, Susan",TRES,AE,'12-22,38.02272,-122.52324
AKN,5/13/2022,"Kelly, Susan",CLSW,AE,'12-24,38.01735,-122.52972
AKN,5/13/2022,"Kelly, Susan",MODO,NB,'12-22,38.02226,-122.52344
AKN,5/13/2022,"Kelly, Susan",GREG,NY,'12-24,38.0174,-122.52968
AKN,5/13/2022,"Kelly, Susan",GBHE,NY,'12-24,38.0174,-122.52968
AKN,5/13/2022,"Merritt, Alex",CASJ,NB,'14-13,37.87107,-122.536888
AKN,5/13/2022,"Silverstein, Sylvie",ANHU,NB,'13-21,37.9157,-122.5319
AKN,5/13/2022,"Silverstein, Sylvie",ALHU,NB,'13-21,37.9157,-122.5319
AKN,5/14/2022,"DiLuzio, Patricia",NUWO,NY,'13-15,37.975093,-122.5620614
AKN,5/14/2022,"Humple, Diana",VGSW,AE,'10-10,37.90714,-122.70328
AKN,5/14/2022,"Sabbag, Dede",BLPH,NB,'5-17,38.19421,-122.78938
AKN,5/14/2022,"Sabbag, Dede",SPTO,NB,'5-17,38.19341,-122.79088
AKN,5/14/2022,"Sabbag, Dede",AMRO,NB,'5-17,38.19195,-122.79222
AKN,5/15/2022,"Hatch, Daphne",SOSP,NB,'9-14,38.110687,-122.653208
AKN,5/15/2022,"Linder, Ann",VGSW,AE,'9-23,38.0133,-122.6602
AKN,5/15/2022,"Schriock, Beth",CLSW,AE,'12-17,38.08125,-122.54459
AKN,5/15/2022,"Schriock, Beth",NOMO,NB,'12-17,38.076111,-122.541667
AKN,5/15/2022,"Schriock, Beth",CLSW,NB,'12-17,38.08125,-122.54459
AKN,5/15/2022,"Schriock, Beth",HOFI,NB,'12-17,38.08125,-122.54459
AKN,5/15/2022,"Schriock, Beth",NRWS,NB,'12-17,38.08195,-122.54485
AKN,5/15/2022,"Silverstein, Sylvie",HOFI,NB,'17-1,37.8592,-122.4838
AKN,5/15/2022,"Silverstein, Sylvie",HOFI,NY,'17-1,37.8602,-122.4867
AKN,5/16/2022,"DiLuzio, Patricia",EUST,AE,'9-9,38.0395107,-122.7464109
AKN,5/16/2022,"DiLuzio, Patricia",BLPH,NU,'9-9,38.04026,-122.7463
AKN,5/16/2022,"Hunn, Eugene",GBHE,AE,'8-8,38.193949,-122.702609
AKN,5/16/2022,"Hunn, Eugene",GREG,AE,'8-8,38.193949,-122.702609
AKN,5/16/2022,"Hunn, Eugene",HOSP,AE,'8-8,38.191962,-122.702829
AKN,5/16/2022,"Hunn, Eugene",BARS,AE,'8-8,38.191239,-122.703138
AKN,5/16/2022,"Hunn, Eugene",HOFI,AE,'8-8,38.192385,-122.7035761
AKN,5/16/2022,"Hunn, Eugene",TRES,NY,'8-8,38.168749,-122.717435
AKN,5/16/2022,"Medley, Jane",GREG,NY,'12-24,38.0174,-122.5296
AKN,5/16/2022,"Medley, Jane",GBHE,NY,'12-24,38.0174,-122.5296
AKN,5/16/2022,"Medley, Jane",CLSW,NY,'12-24,38.0173,-122.5297
AKN,5/17/2022,"Humple, Diana",ACWO,AE,'13-7,37.91812,-122.61042
AKN,5/17/2022,"Medley, Jane",TUVU,NE,'12-24,38.009,-122.5239
AKN,5/17/2022,"Silverstein, Sylvie",TRES,AE,'8-12,38.1375,-122.7093
AKN,5/17/2022,"Silverstein, Sylvie",BARS,AE,'8-12,38.1373,-122.7099
AKN,5/17/2022,"Silverstein, Sylvie",CLSW,AE,'8-12,38.1368,-122.7103
AKN,5/17/2022,"Silverstein, Sylvie",BRBL,NB,'8-12,38.1373,-122.7091
AKN,5/17/2022,"Starritt, Jeanine",CLSW,AE,'11-10,38.1525,-122.5713
AKN,5/18/2022,"DiLuzio, Patricia",BRBL,NB,'6-20,38.0461283,-122.7681898
AKN,5/18/2022,"Herlocker, David",WBNU,AE,'12-1,38.1126,-122.6169
AKN,5/18/2022,"Herlocker, David",NOMO,NY,'12-1,38.1126,-122.6163
AKN,5/18/2022,"Kelly, Susan",BARS,AE,'12-22,38.0334,-122.50349
AKN,5/18/2022,"Kelly, Susan",CORA,NY,'12-22,38.03107,-122.50356
AKN,5/19/2022,"Linder, Ann",WEFL,NY,'9-23,38.0207,-122.6613
AKN,5/19/2022,"Silverstein, Sylvie",CALT,AE,'13-21,37.9118,-122.5524
AKN,5/19/2022,"Silverstein, Sylvie",BRCR,NB,'13-21,37.9096,-122.5486
AKN,5/20/2022,"DiLuzio, Patricia",HOFI,AE,'9-7,38.0441622,-122.7486036
AKN,5/20/2022,"DiLuzio, Patricia",WEFL,AE,'9-7,38.0441171,-122.7489282
AKN,5/20/2022,"DiLuzio, Patricia",OSFL,NB,'9-7,38.0441021,-122.7488582
AKN,5/20/2022,"Starritt, Jeanine",CLSW,AE,'11-10,38.1525,-122.5713
AKN,5/21/2022,"Hunn, Eugene",CLSW,NB,'11-8,38.185764,-122.579798
AKN,5/21/2022,"Clark, Everett",ROPI,NB,'16-3,37.87298,-122.45568
AKN,5/21/2022,"Clark, Everett",PYNU,NY,'16-3,37.878,-122.46097
AKN,5/21/2022,"Hunn, Eugene",CLSW,NB,'11-7,38.185183,-122.600784
AKN,5/21/2022,"Hunn, Eugene",HOFI,NB,'11-8,38.186981,-122.591933
AKN,5/21/2022,"Kelly, Susan",CLSW,AE,'12-22,38.0255,-122.51773
AKN,5/21/2022,"Sexton, David",BNST,AE,'12-20,38.0616,-122.497
AKN,5/21/2022,"Sexton, David",TRES,AE,'12-18,38.0657,-122.5196
AKN,5/21/2022,"Silverstein, Sylvie",WEGU,AE,'17-1,37.8581,-122.4786
AKN,5/21/2022,"Silverstein, Sylvie",BRBL,NB,'17-1,37.8597,-122.4851
AKN,5/21/2022,"Silverstein, Sylvie",ROPI,NY,'17-1,37.8597,-122.4854
AKN,5/21/2022,"Silverstein, Sylvie",BRBL,NY,'17-1,37.8597,-122.4854
AKN,5/21/2022,"Stanton, Heller",TRES,AE,'13-2,37.98454,-122.56463
AKN,5/21/2022,"Stanton, Heller",ACWO,AE,'12-12,38.00234,-122.56684
AKN,5/21/2022,"Stanton, Heller",AMCR,NY,'13-2,37.98355,-122.5658
AKN,5/22/2022,"DiLuzio, Patricia",BGGN,AE,'13-15,37.9686493,-122.5457914
AKN,5/22/2022,"DiLuzio, Patricia",LEGO,AE,'13-15,37.9685919,-122.5458115
AKN,5/22/2022,"Schriock, Beth",WEBL,AE,'12-17,38.07405,-122.54779
AKN,5/22/2022,"Schriock, Beth",HOOR,AE,'12-17,38.08028,-122.55111
AKN,5/22/2022,"Schriock, Beth",HOOR,NY,'12-17,38.08028,-122.55111
AKN,5/23/2022,"Hug, Lisa",BARS,AE,'4-9,38.2718,-122.8439
AKN,5/23/2022,"Hug, Lisa",BLPH,AE,'4-9,38.2715,-122.8439
AKN,5/23/2022,"Hug, Lisa",EUST,AE,'4-12,38.2525,-122.8145
AKN,5/23/2022,"Hug, Lisa",CLSW,AE,'4-12,38.2591,-122.8384
AKN,5/23/2022,"Hug, Lisa",AMGO,NB,'4-12,38.2556,-122.8385
AKN,5/23/2022,"Hug, Lisa",BUOR,NB,'4-12,38.2544,-122.8388
AKN,5/23/2022,"Hunn, Eugene",HOFI,AE,'11-7,38.177685,-122.601698
AKN,5/23/2022,"Sabbag, Dede",CLSW,AE,'5-15,38.20853,-122.7933
AKN,5/23/2022,"Sabbag, Dede",BARS,AE,'5-15,38.20891,-122.79346
AKN,5/23/2022,"Sabbag, Dede",HOSP,AE,'5-15,38.20891,-122.79346
AKN,5/23/2022,"Sabbag, Dede",WEBL,AE,'5-15,38.20861,-122.79393
AKN,5/23/2022,"Sexton, David",DEJU,NB,'13-3,37.9787,-122.6166
AKN,5/24/2022,"Battagin, Bob",RTHA,NY,'9-3,38.095904,-122.733895
AKN,5/24/2022,"Crumpler, Jim",GHOW,AE,'11-10,38.153352,-122.570999
AKN,5/24/2022,"Crumpler, Jim",ROPI,AE,'11-10,38.15356,-122.572553
AKN,5/24/2022,"Crumpler, Jim",VGSW,NB,'11-10,38.153805,-122.569008
AKN,5/24/2022,"Crumpler, Jim",STJA,NB,'11-10,38.153526,-122.570168
AKN,5/24/2022,"Crumpler, Jim",ACWO,NB,'11-10,38.153406,-122.570733
AKN,5/24/2022,"Crumpler, Jim",BLPH,NB,'11-10,38.153427,-122.57277
AKN,5/24/2022,"Crumpler, Jim",TRES,NY,'11-10,38.153753,-122.569195
AKN,5/24/2022,"DiLuzio, Patricia",EUST,AE,'9-9,38.0406076,-122.7461508
AKN,5/24/2022,"DiLuzio, Patricia",EUST,NY,'9-9,38.0406076,-122.7461508
AKN,5/24/2022,"Sexton, David",ABOW,NY,'6-17,38.0811,-122.8044
AKN,5/24/2022,"Starritt, Jeanine",CLSW,AE,'11-10,38.1525,-122.5713
AKN,5/25/2022,"Hunn, Eugene",EUST,AE,'9-5,38.073168,-122.719995
AKN,5/25/2022,"Hunn, Eugene",CLSW,AE,'9-6,38.071152,-122.716524
AKN,5/25/2022,"Hunn, Eugene",CLSW,AE,'9-6,38.071709,-122.717789
AKN,5/25/2022,"Linder, Ann",VGSW,AE,'6-21,38.0334,-122.8022
AKN,5/25/2022,"Linder, Ann",OSPR,AE,'6-21,38.0334,-122.8024
AKN,5/25/2022,"Sexton, David",GREG,AE,'12-18,38.078,-122.5311
AKN,5/25/2022,"Sexton, David",GBHE,AE,'12-18,38.078,-122.5311
AKN,5/26/2022,"Battagin, Bob",RTHA,NY,'6-16,38.0994117,-122.7509425
AKN,5/26/2022,"Battagin, Bob",HOFI,NB,'9-3,38.0984539,-122.7499947
AKN,5/26/2022,"Hug, Lisa",ALHU,NB,'1-19,38.3001,-122.926
AKN,5/27/2022,"Hunn, Eugene",RSHA,NY,'8-19,38.187086,-122.663906
AKN,5/28/2022,"Michl, Lisa",SOSP,AE,'12-15,38.0893,-122.558
AKN,5/29/2022,"Hatch, Daphne",NOMO,AE,'9-14,38.1121579,-122.6250782
AKN,5/29/2022,"Hatch, Daphne",LEGO,NB,'9-14,38.1123122,-122.6251429
AKN,5/29/2022,"Medley, Jane",RTHA,NY,'12-24,38.0134,-122.5064
AKN,5/29/2022,"Schriock, Beth",ACWO,AE,'12-17,38.0825,-122.554
AKN,5/30/2022,"Schriock, Beth",HOOR,AE,'12-17,38.0718,-122.5549
AKN,5/30/2022,"Schriock, Beth",HOOR,AE,'12-17,38.0725,-122.5556
AKN,5/30/2022,"Sexton, David",TRES,AE,'3-10,38.0293,-122.9624
AKN,5/31/2022,"Medley, Jane",ANHU,NU,'12-24,38.0124,-122.5302
AKN,6/1/2022,"Lawrence, Rachel",VGSW,AE,'3-17,38.0744,-122.9148
AKN,6/1/2022,"Lawrence, Rachel",TRES,AE,'3-17,38.0713,-122.9171
AKN,6/1/2022,"Lawrence, Rachel",TRES,AE,'3-17,38.0707,-122.918
AKN,6/1/2022,"Lawrence, Rachel",BARS,NB,'3-17,38.0819,-122.9142
AKN,6/1/2022,"Lawrence, Rachel",HAWO,NB,'3-17,38.0733,-122.9164
AKN,6/1/2022,"Lawrence, Rachel",AMGO,NB,'3-17,38.0739,-122.9177
AKN,6/1/2022,"Lawrence, Rachel",BARS,NY,'3-17,38.0819,-122.9142
AKN,6/1/2022,"Lawrence, Rachel",PYNU,NY,'3-17,38.0749,-122.9155
AKN,6/1/2022,"Legge, William",BLOY,AE,'14-18,37.8203,-122.5279
AKN,6/1/2022,"Legge, William",WEGU,AE,'14-18,37.8203,-122.5279
AKN,6/1/2022,"Legge, William",BRAC,AE,'14-18,37.824,-122.5367
AKN,6/1/2022,"Legge, William",PECO,AE,'14-18,37.8239,-122.5368
AKN,6/2/2022,"Linder, Ann",TRES,AE,'9-23,38.01397,-122.65744
AKN,6/3/2022,"DiLuzio, Patricia",BUOR,AE,'9-9,38.0394352,-122.746482
AKN,6/3/2022,"Weissman, Evan",SPTO,NB,'17-13,37.85775803,-122.4251227
AKN,6/3/2022,"White, Jim",EUST,AE,'14-2,37.8617,-122.5767
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.959212,-122.509274
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.959145,-122.509247
AKN,6/4/2022,"Scalf, Russell",WTSW,AE,'13-16,37.958559,-122.509173
AKN,6/4/2022,"Scalf, Russell",ROPI,NE,'13-16,37.958993,-122.509191
AKN,6/4/2022,"Scalf, Russell",ROPI,NE,'13-16,37.958993,-122.509191
AKN,6/4/2022,"DiLuzio, Patricia",DEJU,NB,'13-15,37.9686747,-122.5435585
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.96739056,-122.5212028
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.96736778,-122.5213056
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.96732639,-122.5213111
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.96734306,-122.5213972
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.96726139,-122.5214917
AKN,6/4/2022,"Scalf, Russell",NRWS,AE,'13-16,37.96726889,-122.52155
AKN,6/4/2022,"Schriock, Beth",WEBL,AE,'12-17,38.0808,-122.552
AKN,6/6/2022,"Hunn, Eugene",ATFL,NY,'9-8,38.050648,-122.690485
AKN,6/6/2022,"Sabbag, Dede",WEKI,AE,'5-15,38.20924,-122.79111
AKN,6/6/2022,"Sabbag, Dede",HOSP,AE,'5-15,38.20891,-122.79346
AKN,6/6/2022,"Sabbag, Dede",BUOR,NY,'5-15,38.20866,-122.79316
AKN,6/6/2022,"Sabbag, Dede",CLSW,NY,'5-15,38.20853,-122.7933
AKN,6/6/2022,"Sabbag, Dede",BARS,NY,'5-15,38.20891,-122.79346
AKN,6/6/2022,"Schriock, Beth",HOFI,NB,'12-17,38.07994,-122.55965
AKN,6/6/2022,"Schriock, Beth",HOFI,NB,'12-17,38.08176,-122.55969
AKN,6/6/2022,"Schriock, Beth",BEWR,NY,'12-17,38.06995,-122.54605
AKN,6/6/2022,"Silverstein, Sylvie",BNST,AE,'13-24,37.8857,-122.5229
AKN,6/6/2022,"Silverstein, Sylvie",BNST,AE,'13-24,37.8889,-122.5248
AKN,6/6/2022,"Silverstein, Sylvie",BNST,NE,'13-24,37.8889,-122.5248
AKN,6/6/2022,"Silverstein, Sylvie",TRES,NY,'13-24,37.8856,-122.5226
AKN,6/6/2022,"Waterman, Joyce",AMRO,NB,'12-19,38.0471,-122.5483
AKN,6/7/2022,"DiLuzio, Patricia",ALHU,AE,'9-7,38.0441021,-122.7488582
AKN,6/7/2022,"DiLuzio, Patricia",TRES,AE,'6-20,38.0452976,-122.7503199
AKN,6/7/2022,"DiLuzio, Patricia",AMGO,NB,'9-7,38.0441021,-122.7488582
AKN,6/7/2022,"Hatch, Daphne",BLPH,AE,'11-11,38.138175,-122.621351
AKN,6/7/2022,"Humple, Diana",TRES,AE,'6-7,38.04911,-122.86961
AKN,6/7/2022,"Lau, Matt",SNPL,NE,'3-2,38.11465,-122.95955
AKN,6/7/2022,"Lau, Matt",SNPL,NE,'3-2,38.11339,-122.96012
AKN,6/7/2022,"Lau, Matt",WCSP,NE,'3-2,38.10774,-122.96052
AKN,6/7/2022,"Lau, Matt",SNPL,NE,'3-2,38.11143,-122.96102
AKN,6/7/2022,"Lau, Matt",CORA,NU,'3-2,38.11872,-122.95165
AKN,6/7/2022,"Linder, Ann",ACWO,AE,'6-21,38.03897,-122.79317
AKN,6/7/2022,"Linder, Ann",WEWP,NB,'6-21,38.03873,-122.78584
AKN,6/7/2022,"Silverstein, Sylvie",ACWO,AE,'13-21,37.9145,-122.5367
AKN,6/7/2022,"Silverstein, Sylvie",ACWO,AE,'13-21,37.9145,-122.5367
AKN,6/8/2022,"DiLuzio, Patricia",CLSW,AE,'6-20,38.0503125,-122.7597979
AKN,6/8/2022,"Hunn, Eugene",RTHA,NU,'11-8,38.173273,-122.571667
AKN,6/9/2022,"Schriock, Beth",EUST,AE,'12-17,38.08109,-122.55182
AKN,6/9/2022,"Weissman, Evan",RTHA,NY,'17-13,37.859202,-122.441583
AKN,6/10/2022,"DiLuzio, Patricia",BUSH,AE,'9-7,38.0441308,-122.7485369
AKN,6/10/2022,"DiLuzio, Patricia",HOFI,AE,'9-7,38.0441129,-122.7486006
AKN,6/10/2022,"DiLuzio, Patricia",ALHU,AE,'9-7,38.0441021,-122.7488582
AKN,6/10/2022,"DiLuzio, Patricia",AMGO,AE,'9-7,38.0441021,-122.7488582
AKN,6/10/2022,"DiLuzio, Patricia",AMGO,AE,'9-7,38.0441021,-122.7488582
AKN,6/10/2022,"Medley, Jane",VGSW,AE,'12-24,38.0093,-122.5028
AKN,6/11/2022,"Hug, Lisa",CALT,NB,'1-20,38.2934,-122.8818
AKN,6/11/2022,"Hug, Lisa",BUSH,NY,'1-19,38.3023,-122.9238
AKN,6/11/2022,"Scalf, Russell",BNST,NE,'13-16,37.96379444,-122.4903556
AKN,6/11/2022,"Scalf, Russell",BNST,NE,'13-16,37.96497778,-122.4911889
AKN,6/13/2022,"Hatch, Daphne",BLPH,AE,'11-11,38.138176,-122.621364
AKN,6/13/2022,"Hatch, Daphne",MODO,NB,'11-11,38.141466,-122.604724
AKN,6/13/2022,"Hunn, Eugene",TRES,AE,'9-6,38.064945,-122.704693
AKN,6/13/2022,"Hunn, Eugene",WEFL,AE,'9-8,38.050532,-122.712819
AKN,6/13/2022,"Hunn, Eugene",CLSW,NE,'9-6,38.065169,-122.7051
AKN,6/13/2022,"Hunn, Eugene",RTHA,NY,'9-6,38.063501,-122.704434
AKN,6/15/2022,"DiLuzio, Patricia",EUST,NY,'9-9,38.0346627,-122.74446
AKN,6/15/2022,"Elrod, Megan",WREN,NB,'10-16,37.9649056,-122.6260389
AKN,6/15/2022,"Lumpkin, David",WEBL,AE,'2-20,38.171375,-122.901041
AKN,6/15/2022,"Lumpkin, David",CLSW,NU,'2-20,38.167256,-122.894907
AKN,6/15/2022,"Lumpkin, David",NOFL,NY,'2-20,38.170999,-122.9012
AKN,6/15/2022,"Lumpkin, David",EUST,NY,'2-20,38.170999,-122.9012
AKN,6/17/2022,"DiLuzio, Patricia",ALHU,AE,'9-7,38.0441021,-122.7488582
AKN,6/17/2022,"DiLuzio, Patricia",HOFI,AE,'9-7,38.0442298,-122.7491401
AKN,6/17/2022,"DiLuzio, Patricia",CLSW,AE,'9-7,38.0442598,-122.7492162
AKN,6/17/2022,"DiLuzio, Patricia",BLPH,AE,'9-7,38.0443743,-122.7492185
AKN,6/17/2022,"DiLuzio, Patricia",TRES,AE,'6-20,38.0584611,-122.7651103
AKN,6/17/2022,"DiLuzio, Patricia",CLSW,AE,'6-20,38.0594524,-122.7668805
AKN,6/17/2022,"DiLuzio, Patricia",CLSW,NY,'6-20,38.0594524,-122.7668805
AKN,6/18/2022,"Kelly, Susan",AMCR,NB,'12-22,38.02578,-122.51456
AKN,6/18/2022,"Michl, Lisa",MALL,NE,'12-15,38.0951,-122.5508
AKN,6/20/2022,"Merritt, Alex",COYE,AE,'14-13,37.86136,-122.535869
AKN,6/21/2022,"Brown, Ronald",WEBL,AE,'10-3,37.9729,-122.7302
AKN,6/21/2022,"Sexton, David",MODO,AE,'12-20,38.0418,-122.5213
AKN,6/21/2022,"Weissman, Evan",BARS,AE,'17-13,37.8681148,-122.4349079
AKN,6/21/2022,"Weissman, Evan",CLSW,AE,'17-13,37.8595761,-122.4433146
AKN,6/21/2022,"Weissman, Evan",VGSW,NY,'17-13,37.868628,-122.434524
AKN,6/21/2022,"Weissman, Evan",BUSH,NY,'17-13,37.8644804,-122.4353203
AKN,6/22/2022,"Sexton, David",SNPL,AE,'12-18,38.0674,-122.5174
AKN,6/23/2022,"Hug, Lisa",TRES,AE,'4-11,38.2549,-122.8571
AKN,6/23/2022,"Hug, Lisa",HOSP,AE,'4-11,38.2631,-122.8686
AKN,6/23/2022,"Hug, Lisa",HOFI,NB,'4-11,38.2657,-122.8725
AKN,6/23/2022,"Hug, Lisa",RTHA,NY,'4-11,38.2601,-122.8591
AKN,6/23/2022,"Sexton, David",HOFI,AE,'6-17,38.0706,-122.8028
AKN,6/23/2022,"Silverstein, Sylvie",ROPI,AE,'13-24,37.8944,-122.5184
AKN,6/23/2022,"Silverstein, Sylvie",MODO,AE,'13-24,37.8922,-122.5216
AKN,6/23/2022,"Silverstein, Sylvie",HOFI,AE,'13-24,37.8916,-122.5217
AKN,6/24/2022,"DiLuzio, Patricia",EUST,AE,'9-9,38.0368949,-122.7494693
AKN,6/24/2022,"Hunn, Eugene",CLSW,AE,'9-6,38.065904,-122.713718
AKN,6/24/2022,"Sexton, David",GBHE,AE,'3-10,38.0352,-122.941
AKN,6/24/2022,"Sexton, David",GREG,AE,'3-10,38.0352,-122.941
AKN,6/24/2022,"Silverstein, Sylvie",WEGU,AE,'17-1,37.8587,-122.4783
AKN,6/24/2022,"Silverstein, Sylvie",ACWO,AE,'13-21,37.9156,-122.5371
AKN,6/24/2022,"Silverstein, Sylvie",NOMO,NY,'17-1,37.8591,-122.4835
AKN,6/25/2022,"Kelly, Susan",VGSW,AE,'12-15,38.10099,-122.54024
AKN,6/25/2022,"Zeno, Joseph",CLSW,NY,'12-7,38.0477241,-122.6217616
AKN,6/26/2022,"Scalf, Russell",HOSP,NB,'13-16,37.96531944,-122.4917667
AKN,6/26/2022,"Scalf, Russell",BNST,NE,'13-16,37.96388611,-122.490275
AKN,6/26/2022,"Schriock, Beth",WEBL,AE,'12-17,38.07392,-122.54777
AKN,6/26/2022,"Schriock, Beth",RTHA,NU,'12-17,38.08168,-122.5537
AKN,6/26/2022,"Strauss, Emilie",CALT,NB,'5-21,38.1543139,-122.7839783
AKN,6/27/2022,"Hunn, Eugene",VGSW,AE,'8-20,38.184522,-122.653153
AKN,6/27/2022,"Hunn, Eugene",VGSW,NY,'8-20,38.181857,-122.625472
AKN,6/27/2022,"Hunn, Eugene",BUOR,NY,'8-20,38.184697,-122.653578
AKN,6/27/2022,"Sexton, David",KILL,AE,'13-3,37.9659,-122.6136
AKN,6/27/2022,"Silverstein, Sylvie",RSHA,AE,'13-24,37.8886,-122.5153
AKN,6/27/2022,"Silverstein, Sylvie",DCCO,NB,'13-24,37.8872,-122.5149
AKN,6/27/2022,"Silverstein, Sylvie",HOFI,NB,'13-24,37.882,-122.5171
AKN,6/27/2022,"Silverstein, Sylvie",DCCO,NY,'13-24,37.8872,-122.5149
AKN,6/27/2022,"Silverstein, Sylvie",GBHE,NY,'13-24,37.8872,-122.5149
AKN,6/27/2022,"Silverstein, Sylvie",GREG,NY,'13-24,37.8872,-122.5149
AKN,6/27/2022,"Silverstein, Sylvie",RSHA,NY,'13-24,37.8886,-122.5153
AKN,6/27/2022,"Silverstein, Sylvie",TRES,NY,'13-24,37.8832,-122.5196
AKN,6/27/2022,"Silverstein, Sylvie",BARS,NY,'13-24,37.8842,-122.5208
AKN,6/28/2022,"DiLuzio, Patricia",CLSW,AE,'6-20,38.0503125,-122.7597979
AKN,6/28/2022,"Gedney, Jack",WEBL,AE,'12-4,38.093115,-122.565886
AKN,6/28/2022,"Gedney, Jack",WTKI,NU,'12-4,38.093115,-122.565886
AKN,6/28/2022,"Gedney, Jack",BARS,NY,'12-4,38.08901,-122.572786
AKN,6/29/2022,"Hunn, Eugene",BARS,NU,'8-8,38.196112,-122.705286
AKN,6/29/2022,"Hunn, Eugene",ATFL,NU,'8-8,38.196102,-122.705472
AKN,6/29/2022,"Hunn, Eugene",BLPH,NU,'8-8,38.196231,-122.705593
AKN,6/29/2022,"Hunn, Eugene",HOFI,NU,'8-8,38.196202,-122.705676
AKN,6/29/2022,"Hunn, Eugene",GBHE,NY,'8-8,38.194205,-122.702563
AKN,6/29/2022,"Hunn, Eugene",GREG,NY,'8-8,38.194205,-122.702563
AKN,6/29/2022,"Medley, Jane",HOFI,AE,'12-24,38.0116,-122.5028
AKN,7/1/2022,"Hunn, Eugene",HOFI,NE,'9-6,38.065937,-122.713652
AKN,7/1/2022,"Hunn, Eugene",CLSW,NE,'9-6,38.065902,-122.713722
AKN,7/1/2022,"Kelly, Susan",VGSW,AE,'12-15,38.101,-122.54017
AKN,7/1/2022,"Silverstein, Sylvie",WEFL,AE,'8-12,38.1365,-122.7103
AKN,7/1/2022,"Silverstein, Sylvie",BRBL,NY,'8-12,38.1374,-122.7092
AKN,7/1/2022,"Silverstein, Sylvie",TRES,NY,'8-12,38.1376,-122.7093
AKN,7/1/2022,"Silverstein, Sylvie",CLSW,NY,'8-12,38.1373,-122.7106
AKN,7/1/2022,"Weissman, Evan",VGSW,NY,'17-13,37.86763689,-122.4244006
AKN,7/2/2022,"Gedney, Jack",HOFI,NB,'12-6,38.071204,-122.566393
AKN,7/2/2022,"Schriock, Beth",HOOR,NU,'12-17,38.07081,-122.54587
AKN,7/4/2022,"Hatch, Daphne",TRES,AE,'9-13,38.10909,-122.657267
AKN,7/5/2022,"Sexton, David",CLSW,AE,'3-10,38.0356,-122.9617
AKN,7/5/2022,"Silverstein, Sylvie",ROPI,NY,'17-1,37.8596,-122.4854
AKN,7/5/2022,"Wimpfheimer, David",CLSW,NY,'5-4,38.223545,-122.819234
